text,sentiment
"John Bolton, former National Security Advisor, on Trump wanting China to interfere in US elections: “stunningly, turned the conversation to the coming US presidential election [in 2020], alluding to China's economic capability and pleading with Xi to ensure he'd win,"".",positive
And yet people act like non-Americans don’t care about American elections. I think this proves otherwise.,positive
"Jacksonville FL here, early voting is Mon-Fri. I'm voting FOR my babies to live in a safe 🇺🇲. If you're nearby, my kids and I could meet you at the polls &amp; save your spot if you need to step out of line with your baby; I brought mine to the last 3 elections. 💙😊",positive
"Just like elections, working for Trump has consequences.",positive
Florida Supreme Court Gives Elections Officials A Deadline To Respond To Legal Attack On Primary Ballot Initiative,positive
"Trump has no problem weighing in on other countries' elections, so fair game. Besides, what happens in America affects the rest of the world, especially Canada.",negative
"EVIL of Humanity exposed by both sides! 2009 - 2019 proves TREASON by both sides starting 1978, 1981, &amp; 1983 by US military, plus 1994, 1998, &amp; 2001 by FBI! Nobody cares if their PARTY Controls the Nation! Thus, tyranny via elections &amp; political sides",negative
"I cannot wish that Chirag Paswan is a victor in the Bihar elections, says Devendra Fadnavis",negative
The elections are important considering Guineans make up the majority of migrants arriving to the EU via the West African route. The country is rich but has suffered massive corruption and poverty has increased rather than decreased in the last 10 years,negative
"Kiwedde. The National Resistance Movement (NRM )has this afternoon unveiled the official campaign portrait of its presidential candidate, Yoweri Kaguta Museveni ahead of the general elections scheduled for January 2020. Victory is our destination.",positive
"If the GOP sweeps the House, Senate &amp; the Executive. The first thing we need to do is install Voter ID in all Fed Elections &amp; only Absentee Ballots the exception to voting in person. Start an Ammendment for Term Limits, 2 Terms &amp; you’re out.",negative
.@NSUIMP President is contesting the by election from Aagar Vidhan Sabha seat in the MP by elections to be held shortly. Requesting everyone from Aagar constituency to please come out and support the youth leader for your better future.,positive
"May be its a wild thought but if the 2018 General Elections were rigged, it is not in favor of PTI. The dismal economic condition Pakistan was in, and diplomatic defeats, Pakistan was an inherited mess. So anyone saying the elections were rigged needs major psychiatric therapy.",negative
"I realise why I am not skittish about voting by mail and other GOP voters are. Two reasons. First, I worked in the Elections Dept in Miami-Dade. Second, I’m an immigrant who trusts the system a heckuva lot more than many Republicans today.",positive
I called the elections office on Thursday and they said they’re telling people to give it through the weekend and call on Monday. So that’s what I’ll be doing!,positive
🗣 Give Puerto Rico 🇵🇷 the right to vote in presidential elections!!!,positive
She is an out and out hinduphobe who is now pretending since the elections are just a few days away.,positive
Wandia Njoya on the British creation of a Kikuyu elite and election suppression. The elite have to manage the elections to avoid loss of status.,negative
"Year 13 - is another presidential election going to need to be added to this list? Lincoln, Adams and George W Bush: the 6 most disputed presidential elections in American history",negative
"I dropped mine to the board of elections personally, then checked their website to be sure it was accepted. It was : $ 💙⚔️🇺🇸👊🏽",positive
"Its gonna be a very rough road to local goverment elections,all the payments from munnicipalities will be exposed",negative
"Doc, is it not funny that someone without a clear-cut agenda was almost elected Governor. All we saw was dance steps and LEGBEGBE moves. If that's all it takes to govern, they should expect the baddest of dance steps from in the coming elections.",negative
"In 2017, after the medias revealed his wife was receiving money for a fictive employment, François Fillon immediately stopped his campaign for the French presidential elections. Mr. Biden, what are you waiting for?",negative
BJP WILL BAG MORE SEATS IN BIHAR STATE ASSEMBLY ELECTIONS 2020...Jai Hind,positive
"I understand that, ran myself twice, and yes the team is key but imo you contribute to diminishing her role by referring to we. Doubt you'd see that from a male politician's director of elections.",negative
This 👆 US elections are being bought since 2010 ... both sides of the aisle are pimped 🤷🏻‍♂️.,positive
#NewZealand #elections | A no-holds-barred interview that's worth watching.,positive
Bakery's candidate cookies have accurately predicted the last 3 elections via,positive
Especially when Mossad sabotage elections like they did in UK,negative
Could be a few things: 1) hiding what's in the WE documents 2) diversion while they are embarking on other corruption 3) they want a snap election (riding off the success of other elections eg. New Zealand),positive
